Instruction,Input,Output,materi,question_id,Template,correct_answer
Create a Python program to detect cycles in a given array.,"array = [2, 4, 5, -1, 7, -1, 5]","def is_cycle_detected(array):
    # create a set to store visited indices
    visited = set()
    for i, num in enumerate(array):
        # check if num has been visited
        if i in visited or num not in visited:
            return False
        # mark the index as visited
        visited.add(i)
    return True",Data Structure,5120,"def is_cycle_detected(array):
    # create a set ___ store visited indices
    visited = set()
    for i, num in enumerate(array):
        # check if num has been visited
        if i in visited or num not in visited:
            return False
        # mark the index as visited
        visited.add(i)
    return True",to
"Using Python, find the mean of a randomly generated array of integers of size 10.","array = [61, 28, 79, 75, 73, 89, 81, 92, 83, 10]","import numpy as np

def get_mean(array):
    '''This function returns the mean of the given array of integers.'''
    array = np.array(array)
    return np.mean(array)

if __name__ == '__main__':
    array = [61, 28, 79, 75, 73, 89, 81, 92, 83, 10]
    mean = get_mean(array)
    print(mean) # 63.2",Data Structure,5138,"import numpy as np

def get_mean(array):
    '''This function returns the mean of the given array ___ integers.'''
    array = np.array(array)
    return np.mean(array)

if __name__ == '__main__':
    array = [61, 28, 79, 75, 73, 89, 81, 92, 83, 10]
    mean = get_mean(array)
    print(mean) # 63.2",of
Write an efficient Python program to find the second largest element in an array.,"[14, 46, 47, 86, 92, 52, 48, 36, 66, 85]","def secondLargestElement(arr):
  # Sort the array in ascending order 
  arr.sort() 
    
  # Return the second last element 
  return arr[-2] 

# Driver code 
arr = [14, 46, 47, 86, 92, 52, 48, 36, 66, 85] 

print(secondLargestElement(arr))",Data Structure,5140,"def secondLargestElement(arr):
  # Sort the array ___ ascending order 
  arr.sort() 
    
  # Return the second last element 
  return arr[-2] 

# Driver code 
arr = [14, 46, 47, 86, 92, 52, 48, 36, 66, 85] 

print(secondLargestElement(arr))",in
"Using the input provided, make a program to sort a given array in ascending order in Python.","arr = [9, 4, 7, 2, 3]","def insertionSort(arr): 
    for i in range(1, len(arr)): 
        key = arr[i] 
        j = i-1
        while j >=0 and key < arr[j] : 
                arr[j+1] = arr[j] 
                j -= 1
        arr[j+1] = key 

arr = [9, 4, 7, 2, 3]
insertionSort(arr) 
print (""Sorted array is:"") 
for i in range(len(arr)): 
    print (""%d"" %arr[i]),",Data Structure,5182,"def insertionSort(arr): 
    for i in range(1, len(arr)): 
        key = arr[i] 
        j = i-1
        while j >=0 and key < arr[j] : 
                arr[j+1] = arr[j] 
                j -= 1
        arr[j+1] = key 

arr = [9, 4, 7, 2, 3]
insertionSort(arr) 
print (""Sorted array ___:"") 
for i in range(len(arr)): 
    print (""%d"" %arr[i]),",is
Generate a Python script to randomly select k elements from a list.,"An array with 6 values: [11, 22, 7, 12, 3, 8] and k=3","import random

# Initialize the array
array = [11, 22, 7, 12, 3, 8]
k = 3

# Randomly select k elements from array
selected = random.sample(array, k)

# Output the result
print(f'Randomly selected {k} elements: {selected}')",Data Structure,5183,"import random

# Initialize the array ___ = [11, 22, 7, 12, 3, 8]
k = 3

# Randomly select k elements from array
selected = random.sample(array, k)

# Output the result
print(f'Randomly selected {k} elements: {selected}')",array
Write a python program to filter a list of numbers by removing duplicate items.,"A list of numbers: [1,2,3,4,5,2,3]","# Create an empty set
result = set()
nums = [1,2,3,4,5,2,3]

# Iterate over the list
for num in nums:
 # Add each item to the set if it is not already present
 if num not in result:
  result.add(num)

# Print the resulting list
print(list(result)) #[1, 2, 3, 4, 5]",Data Structure,5213,"# Create an empty set ___ = set()
nums = [1,2,3,4,5,2,3]

# Iterate over the list
for num in nums:
 # Add each item to the set if it is not already present
 if num not in result:
  result.add(num)

# Print the resulting list
print(list(result)) #[1, 2, 3, 4, 5]",result
Write a function in Python to compute the sum of the given list of numbers.,"[1, 24, 47, 98, 22, 45]","def sum_list(nums):
 sum = 0
 for n in nums:
  sum += n
 return sum

result = sum_list([1, 24, 47, 98, 22, 45])
print(""Sum of the list is"", result)",Data Structure,5219,"def sum_list(nums):
 sum = 0
 for n in nums:
  sum += n
 return sum

result = sum_list([1, 24, 47, 98, 22, 45])
print(""Sum of the list ___"", result)",is
Generate a program in Python that takes as input an array of numbers and returns the sum of all numbers in the array.,"[2, 3, 4]","def sum_elements(nums):
    """"""Given an array of number, return the sum of all elements in the array """"""
    result = 0
    for num in nums:
        result += num
    return result

print(sum_elements([2,3,4]))",Data Structure,5228,"def sum_elements(nums):
    """"""Given an array ___ number, return the sum of all elements in the array """"""
    result = 0
    for num in nums:
        result += num
    return result

print(sum_elements([2,3,4]))",of
Develop a Python program to create a frequency table for an array of integer elements.,"arr = [1,1,3,5,3,3,5]","from collections import Counter

def frequency(arr):
    """"""
    Develop a Python program to create a frequency table for an array of integer elements
    """"""
    return Counter(arr)

if __name__ == '__main__':
    arr = [1,1,3,5,3,3,5] 
    print(frequency(arr))",Data Structure,5258,"from collections import Counter

def frequency(arr):
    """"""
    Develop a Python program to create a frequency table for an array ___ integer elements
    """"""
    return Counter(arr)

if __name__ == '__main__':
    arr = [1,1,3,5,3,3,5] 
    print(frequency(arr))",of
Write a Python program to sort a list of tuples by their second element.,"[(1, 3), (3, 2), (4, 1), (2, 4)]","def sortBySecondElement(lst):
    # Sort the list of tuples by their second elements
    return sorted(lst, key=lambda x : x[1])

# Testing
lst = [(1, 3), (3, 2), (4, 1), (2, 4)]

sortedLst = sortBySecondElement(lst)

print(sortedLst)

# Output
# [(4, 1), (3, 2), (1, 3), (2, 4)]",Data Structure,5267,"def sortBySecondElement(lst):
    # Sort the list ___ tuples by their second elements
    return sorted(lst, key=lambda x : x[1])

# Testing
lst = [(1, 3), (3, 2), (4, 1), (2, 4)]

sortedLst = sortBySecondElement(lst)

print(sortedLst)

# Output
# [(4, 1), (3, 2), (1, 3), (2, 4)]",of
Write a Python script to implement the quick sort algorithm on a list.,"[5, 4, 2, 1, 3]","def quick_sort(array):
    if len(array) < 2:
        return array
    pivot = array[0]
    less = [i for i in array[1:] if i <= pivot]
    greater = [i for i in array[1:] if i > pivot]
    return quick_sort(less) + [pivot] + quick_sort(greater)",Data Structure,5275,"def quick_sort(array):
    if len(array) < 2:
        return array ___ = array[0]
    less = [i for i in array[1:] if i <= pivot]
    greater = [i for i in array[1:] if i > pivot]
    return quick_sort(less) + [pivot] + quick_sort(greater)",pivot
Write a python script to compute the average value in an array.,"values = [2,4,6,8,10]","# Funciton to compute the average value in an array
def computeAverage(values):
 # Initialize sum
 sum = 0
 
 # Iterate through values
 for value in values:
 sum+=value
 
 # Compute average
 average = sum / len(values)
 
 # Return average
 return average
 
# Call function
computeAverage(values); // Returns 6.0",Data Structure,5285,"# Funciton to compute the average value in an array ___ computeAverage(values):
 # Initialize sum
 sum = 0
 
 # Iterate through values
 for value in values:
 sum+=value
 
 # Compute average
 average = sum / len(values)
 
 # Return average
 return average
 
# Call function
computeAverage(values); // Returns 6.0",def
Create an algorithm in Python to count the number of unique elements in a list.,"[1, 2, 3, 1, 2]","def countUnique(arr):
    # create a lookup to keep track of elements
    lookup = set()
    # loop over list to add elements to set
    for elem  in arr:
        if elem not in lookup:
            lookup.add(elem)
    # return the length of the lookup set
    return len(lookup)

# test program
arr = [1, 2, 3, 1, 2]
print(countUnique(arr))",Data Structure,5333,"def countUnique(arr):
    # create a lookup to keep track of elements
    lookup = set()
    # loop over list ___ add elements to set
    for elem  in arr:
        if elem not in lookup:
            lookup.add(elem)
    # return the length of the lookup set
    return len(lookup)

# test program
arr = [1, 2, 3, 1, 2]
print(countUnique(arr))",to
Write a Python script that filters a list of integers and returns only even numbers.,"list = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","def filter_even_numbers(lst):
    # Filter out even numbers from the given list 
    even_numbers = [num for num in lst if num % 2 == 0]
    return even_numbers

list = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
result = filter_even_numbers(list)
print(result)",Data Structure,5376,"def filter_even_numbers(lst):
    # Filter out even numbers from the given list ___ = [num for num in lst if num % 2 == 0]
    return even_numbers

list = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
result = filter_even_numbers(list)
print(result)",even_numbers
Write a Python program to sort a list of tuples by the second item in each tuple.,"[(5, 5), (4, 4), (3, 3), (2, 2), (1, 1)]","# sort a list of tuples by the second item in each tuple
def sort_tuple(tuples):
    # sort in ascending order
    tuples.sort(key=lambda x: x[1])
    # return the list
    return tuples",Data Structure,5378,"# sort a list ___ tuples by the second item in each tuple
def sort_tuple(tuples):
    # sort in ascending order
    tuples.sort(key=lambda x: x[1])
    # return the list
    return tuples",of
Write a Python program to get the index of the largest item in a given list.,"[4, 3, 5, 7, 6]","# get the index of the largest item in a list
def get_max_index(arr):
    max_index = 0
    for i in range(1, len(arr)):
        if arr[i] > arr[max_index]:
            max_index = i
    return max_index

result = get_max_index([4, 3, 5, 7, 6])
print(result) # 3",Data Structure,5396,"# get the index of the largest item in a list ___ get_max_index(arr):
    max_index = 0
    for i in range(1, len(arr)):
        if arr[i] > arr[max_index]:
            max_index = i
    return max_index

result = get_max_index([4, 3, 5, 7, 6])
print(result) # 3",def
Calculate the sum of the numbers in this list in Python.,"lst = [3, 5, 8, 9]","# Calculate the sum of the numbers in the list
total = sum(lst)

# Print the result
print(total) # prints 25",Data Structure,5408,"# Calculate the sum of the numbers in the list ___ = sum(lst)

# Print the result
print(total) # prints 25",total
Implement a function in Python to reverse a given list of numbers.,"List: [1, 2, 4, 7, 9]","def reverseList(list):
    start = 0
    end = len(list) - 1
  
    while start < end:
        list[start], list[end] = list[end], list[start]
        start += 1
        end -= 1
  
    return list

list = [1, 2, 4, 7, 9]

reverseList(list)
# Output: [9, 7, 4, 2, 1]",Data Structure,5416,"def reverseList(list):
    start = 0
    end = len(list) - 1
  
    while start < end:
        list[start], list[end] = list[end], list[start]
        start += 1
        end -= 1
  
    return list ___ = [1, 2, 4, 7, 9]

reverseList(list)
# Output: [9, 7, 4, 2, 1]",list
Find the minimum element in a Python list called 'nums',"nums = [2, 3, 4, 1, 7, 8, 5]","""""""
Find the minimum element in a Python list called 'nums'
""""""

def find_min(nums):
    min = nums[0]
    for num in nums:
        if num < min:
            min = num
    return min
    
if __name__ == '__main__':
    nums = [2, 3, 4, 1, 7, 8, 5]
    print(find_min(nums))",Data Structure,5445,"""""""
Find the minimum element in a Python list ___ 'nums'
""""""

def find_min(nums):
    min = nums[0]
    for num in nums:
        if num < min:
            min = num
    return min
    
if __name__ == '__main__':
    nums = [2, 3, 4, 1, 7, 8, 5]
    print(find_min(nums))",called
